title,group
 ماشین برش درخت,متصدیان‌ماشین‌آلات‌متحرک‌کشاورزی‌و‌جنگل‌داری
اپراتور بچینگ ( دستگاه آماده سازی بتون ),متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده بچینگ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین بچینگ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده دستگاه آماده سازی بتن,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده دستگاه بچینگ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین آماده سازی بتن,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده بولدوزر,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده بیل مکانیکی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده تلسکوپ و دریل حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده دریل حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده شمع کوب,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده غلتک,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده غلتک جاده سازی ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده کج بیل,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده گریدر,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده شیب ساز,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین شیب ساز,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده لودر,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین آسفالت کاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین بتون ریزی ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین برف  صاف کن                                                      ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین خاک برداری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین روکش  کردن جاده ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین قیرپاشی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین کانال کشی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین لای روبی ,متصدیان‌ماشین‌آلات‌خاک‌برداری
کمک راننده ماشین های سنگین راه سازی و ساختمان,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی بیل حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده بیل حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین های راه سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
کمک راننده ماشین های راه سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی دستگاه حفاری راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی دستگاه راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین      حفاری راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی دستگاه شن کش راه سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین های راه سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده دستگاه شن کش راه سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین حفاری ,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین خاک برداری ,متصدیان‌ماشین‌آلات‌خاک‌برداری
اپراتور بچینگ (دستگاه آماده سازی بتون),متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده غلتک جاده سازی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین بتون ریزی,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین برف  صاف کن,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده ماشین لای روبی,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین حفاری,متصدیان‌ماشین‌آلات‌خاک‌برداری
متصدی ماشین خاک برداری,متصدیان‌ماشین‌آلات‌خاک‌برداری
 دستگاه راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
 ماشین راسول,متصدیان‌ماشین‌آلات‌خاک‌برداری
راننده جرثقیل ریلی، زنجیری و سقفی,متصدیان‌جرثقیل‌و‌نقاله
راننده جرثقیل زنجیری,متصدیان‌جرثقیل‌و‌نقاله
راننده جرثقیل سقفی,متصدیان‌جرثقیل‌و‌نقاله
راننده قطار کابلی,متصدیان‌جرثقیل‌و‌نقاله
کمک راننده جرثقیل,متصدیان‌جرثقیل‌و‌نقاله
متصدی اتاقک بالابر ,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابر ,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابرهای مکانیکی ( بالابر معادن و ساختمان ),متصدیان‌جرثقیل‌و‌نقاله
متصدی بالایر مکانیکی,متصدیان‌جرثقیل‌و‌نقاله
متصدی جرثقیل ثابت ,متصدیان‌جرثقیل‌و‌نقاله
متصدی جرثقیل راه آهن ,متصدیان‌جرثقیل‌و‌نقاله
متصدی جرثقیل شناور,متصدیان‌جرثقیل‌و‌نقاله
متصدی اتاقک بالابر,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابر,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابرهای مکانیکی (بالابر معادن و ساختمان),متصدیان‌جرثقیل‌و‌نقاله
متصدی جرثقیل ثابت,متصدیان‌جرثقیل‌و‌نقاله
متصدی جرثقیل راه آهن,متصدیان‌جرثقیل‌و‌نقاله
راننده لوکوتراک ,متصدیان‌جرثقیل‌و‌نقاله
متصدی آسانسور شن و ماسه ,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابر شن و ماسه ,متصدیان‌جرثقیل‌و‌نقاله
متصدی آسانسور معدن,متصدیان‌جرثقیل‌و‌نقاله
متصدی بالابر معدن,متصدیان‌جرثقیل‌و‌نقاله
متصدی دستگاه نقاله ,متصدیان‌جرثقیل‌و‌نقاله
متصدی ریچ استاکر ( ماشین جا به جایی کانتینر ),متصدیان‌جرثقیل‌و‌نقاله
متصدی ماشین جابه جایی کانتینر,متصدیان‌جرثقیل‌و‌نقاله
متصدی نقاله ,متصدیان‌جرثقیل‌و‌نقاله
متصدی نوار نقاله,متصدیان‌جرثقیل‌و‌نقاله
راننده لیفتراک ,متصدیان‌جرثقیل‌و‌نقاله
متصدی لیفتراک ,متصدیان‌جرثقیل‌و‌نقاله
متصدی دستگاه نقاله,متصدیان‌جرثقیل‌و‌نقاله
راننده لوکوتراک,متصدیان‌جرثقیل‌و‌نقاله
متصدی ریچ استاکر (ماشین جا به جایی کانتینر),متصدیان‌جرثقیل‌و‌نقاله
متصدی نقاله,متصدیان‌جرثقیل‌و‌نقاله
راننده لیفتراک,متصدیان‌جرثقیل‌و‌نقاله
متصدی لیفتراک,متصدیان‌جرثقیل‌و‌نقاله
پاروزن ,خدمه‌عرشه‌کشتی
جاشو,خدمه‌عرشه‌کشتی
ناویار کشتی,خدمه‌عرشه‌کشتی
جاشوی قایق یدک کش,خدمه‌عرشه‌کشتی
ناویار کشتی یدک کش,خدمه‌عرشه‌کشتی
کارگر کشتی یدک کش,خدمه‌عرشه‌کشتی
جاشوی کشتی ,خدمه‌عرشه‌کشتی
جاشوی لنج,خدمه‌عرشه‌کشتی
ناویار لنج,خدمه‌عرشه‌کشتی
کارگر لنج,خدمه‌عرشه‌کشتی
سرملوان ,خدمه‌عرشه‌کشتی
سکانی ,خدمه‌عرشه‌کشتی
قایق ران- حمل بار و مسافر ,خدمه‌عرشه‌کشتی
کارگر کشتی ,خدمه‌عرشه‌کشتی
کشتی ران ,خدمه‌عرشه‌کشتی
متصدی دریچه های کانال آبی کشتی,خدمه‌عرشه‌کشتی
ملاح کشتی,خدمه‌عرشه‌کشتی
ملوان,خدمه‌عرشه‌کشتی
ملوان کشتی,خدمه‌عرشه‌کشتی
نظافتچی کشتی ,خدمه‌عرشه‌کشتی
خدمتکار کشتی,خدمه‌عرشه‌کشتی
نگهبان فانوس دریایی ,خدمه‌عرشه‌کشتی
بندگیر کشتی (جاشو),خدمه‌عرشه‌کشتی
جاشوی کشتی,خدمه‌عرشه‌کشتی
سرملوان,خدمه‌عرشه‌کشتی
سکانی,خدمه‌عرشه‌کشتی
قایق ران- حمل بار و مسافر,خدمه‌عرشه‌کشتی
کارگر کشتی,خدمه‌عرشه‌کشتی
کشتی ران,خدمه‌عرشه‌کشتی
تمیز کار کشتی,خدمه‌عرشه‌کشتی
نظافتچی کشتی,خدمه‌عرشه‌کشتی
نگهبان,خدمه‌عرشه‌کشتی
نگهبان دریایی,خدمه‌عرشه‌کشتی
نگهبان فانوس دریایی,خدمه‌عرشه‌کشتی
پیشخدمت خانگی ,نظافتچی‌ها‌و‌مستخدمان‌منازل
نظافتچی خانگی,نظافتچی‌ها‌و‌مستخدمان‌منازل
مستخدم خانگی,نظافتچی‌ها‌و‌مستخدمان‌منازل
 تمیز کار خانگی,نظافتچی‌ها‌و‌مستخدمان‌منازل
خدمت کار منزل,نظافتچی‌ها‌و‌مستخدمان‌منازل
خدمت کار خانه,نظافتچی‌ها‌و‌مستخدمان‌منازل
پیشخدمت خانه ,نظافتچی‌ها‌و‌مستخدمان‌منازل
